Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
DL,1583,RSW,CVG,4,365,141,0
FL,660,HPN,ATL,4,431,149,0
XE,5900,TYS,ORD,7,444,115,0
XE,2105,GRR,CLE,4,1003,57,1
XE,2956,IAH,AUS,2,1380,45,0
OO,4495,MSP,GFK,4,1035,75,1
XE,2748,IAH,MOB,5,1000,79,1
MQ,3620,ORF,MIA,4,445,155,0
XE,2561,PNS,IAH,2,723,106,0
WN,1648,OAK,SNA,6,390,85,1
DL,1123,SLC,DTW,5,520,218,
YV,1037,ITO,HNL,3,755,47,0
9E,4044,MDT,DTW,5,990,104,
AA,939,RDU,MIA,6,805,130,1
YV,2866,PHX,FLG,1,1360,58,0
DL,1188,SAT,ATL,3,1051,137,0
CO,1603,IAH,AUS,6,1075,48,0
WN,898,SLC,PHX,5,665,100,1
WN,859,PHL,MDW,4,575,145,1
US,1490,CLT,LGA,5,971,109,1
WN,1558,MDW,OMA,4,650,85,1
MQ,4216,ORD,OKC,2,520,135,1
OO,6719,MSO,DEN,4,1007,119,
MQ,3785,ORD,IAH,1,1240,165,1
9E,4151,BHM,MEM,7,390,71,1
9E,3672,LBB,MEM,1,705,115,1
US,1626,CLT,LGA,5,375,100,0
US,1694,TPA,PHL,7,475,148,0
MQ,2973,DFW,MOB,7,1105,90,0
MQ,2713,DFW,JAN,2,645,75,0
US,1467,PHL,ATL,5,700,142,0
UA,720,SFO,DEN,2,902,153,
WN,3673,SJC,LAS,4,1285,75,1
MQ,4182,ORD,ABE,5,540,115,0
AA,1588,SAT,DFW,5,890,70,
US,1785,BNA,CLT,4,475,75,0
UA,286,IAH,IAD,4,1020,178,0
9E,3984,DTW,MQT,7,520,89,0
WN,498,PHL,PVD,4,920,65,1
WN,3747,CMH,BWI,1,470,70,1
WN,1531,LAX,SFO,7,920,75,1
AA,1865,IND,DFW,3,1040,150,
DL,2201,BOS,ATL,3,1035,185,0
XE,2146,CLE,ORF,6,1090,87,0
DL,1322,MSY,ATL,6,975,89,1
OO,6217,RAP,DEN,1,704,67,
WN,960,SAN,BWI,1,400,295,1
AA,2438,DFW,DEN,1,1050,125,
CO,1494,LAX,IAH,5,75,181,0
AS,630,SEA,PHX,4,615,169,0
YV,2771,PHX,SBA,5,1258,91,0
UA,959,ORD,DEN,7,1200,161,
DL,1007,MCI,ATL,2,1068,124,1
MQ,4246,IND,ORD,3,1055,75,0
WN,322,CLE,STL,1,550,110,1
DL,1514,ATL,DAB,4,800,75,0
MQ,4190,CMH,ORD,1,670,85,1
US,14,SEA,PHX,4,510,166,0
F9,382,DEN,FLL,6,1035,224,0
MQ,3830,ORD,IAH,4,720,165,1
DL,1124,LAX,SFO,7,425,82,0
YV,1024,KOA,HNL,1,609,40,0
EV,5523,ATL,ROA,5,510,90,0
WN,864,DEN,SAN,3,1300,145,1
US,1428,MCO,CLT,3,420,98,0
XE,5946,ORD,MCI,4,1205,90,0
WN,732,DAL,AUS,4,1265,55,1
AA,1947,TPA,MIA,4,915,60,0
WN,988,BWI,OKC,4,1040,205,1
WN,1709,OAK,PHX,7,695,110,1
HA,12,HNL,SFO,3,830,305,1
F9,106,DEN,MSP,1,635,116,0
9E,3888,MEM,BNA,1,855,63,0
EV,5002,ATL,OAJ,1,720,77,0
AA,454,ORD,RDU,4,880,110,1
9E,3738,ERI,DTW,6,404,66,
WN,1678,RNO,SEA,7,815,115,1
WN,850,LAS,PDX,2,1215,140,1
OO,6370,ONT,SFO,6,1149,85,1
OO,4519,MSP,RAP,6,540,95,0
EV,7338,TLH,MEM,4,1040,96,0
AA,1406,DFW,HSV,7,540,95,1
DL,1657,ATL,CLE,5,1240,113,0
AA,1777,JFK,MCO,3,479,180,0
YV,2724,AUS,CLT,1,710,151,0
WN,752,HOU,DEN,4,395,155,
CO,241,IAH,AUS,3,780,51,0
UA,436,SNA,ORD,3,496,237,1
EV,5263,ATL,HPN,5,513,147,1
B6,1228,RDU,BOS,4,1215,100,0
XE,2424,CVG,EWR,3,970,120,1
MQ,4244,DSM,ORD,5,540,80,0
XE,5988,ORD,CLE,1,455,71,0
FL,1221,FLL,PIT,4,1218,156,0
MQ,3930,ORD,OMA,2,1250,95,1
DL,2541,ATL,MSY,1,1040,101,1
AA,575,MIA,SJU,4,465,145,1
AS,878,OGG,SEA,1,545,335,0
US,587,PHX,GEG,7,1260,167,1
WN,2357,SLC,DEN,7,545,90,
AA,2042,DFW,FLL,4,385,150,0
EV,7068,IAD,GSP,3,492,88,0
DL,1228,ATL,IND,4,966,99,1
CO,131,SAN,IAH,2,375,189,0
UA,109,ORD,MSP,4,873,93,0
DL,2522,MSP,DEN,1,1320,124,
MQ,3729,PHL,ORD,7,1185,145,0
XE,2593,IAH,OMA,2,800,128,0
WN,490,RDU,BNA,4,965,95,1
AS,305,SFO,SEA,3,785,128,1
B6,1410,AUS,MCO,6,925,142,0
AA,1073,ICT,DFW,7,690,80,
DL,1139,ATL,BHM,7,1245,54,1
MQ,3462,GUC,DFW,4,710,105,
WN,2461,DAL,AUS,1,920,50,1
MQ,3767,SLC,ORD,7,955,200,1
AA,1904,ORD,MIA,1,1005,185,0
UA,976,DEN,IAD,5,945,201,0
EV,7092,IAD,MHT,3,1323,91,0
US,1179,CLT,IAH,5,785,167,1
WN,249,LIT,STL,2,975,70,1
AA,1695,DFW,PHX,1,495,155,0
DL,578,SJU,JFK,4,1210,257,0
WN,796,OAK,LAS,1,980,85,1
OH,6401,CVG,MEM,6,455,104,0
YV,7245,PVD,IAD,2,865,104,0
OH,6371,ATL,LEX,4,815,72,0
XE,3034,COS,IAH,5,660,129,1
AA,2287,TUL,DFW,4,595,75,
EV,5058,BTR,ATL,5,874,89,0
DL,1764,MSP,DCA,2,600,143,0
WN,138,BDL,MCO,7,1160,185,0
AA,1788,DFW,RDU,6,665,145,1
WN,1131,BUR,OAK,1,575,75,1
WN,961,PHX,ONT,3,590,75,1
MQ,4371,OMA,ORD,2,800,95,0
MQ,3054,LAX,SBA,5,460,40,0
US,1617,CLT,MCI,2,970,152,0
MQ,3297,DFW,TYS,3,605,115,0
EV,5514,ATL,MEI,5,821,72,0
DL,1453,MSP,SEA,5,585,223,0
FL,67,IAD,ATL,2,921,115,0
MQ,2745,DFW,GSP,4,660,125,1
UA,329,DEN,PHX,6,1171,116,0
MQ,3710,ORD,XNA,1,1055,105,0
EV,5037,ATL,LEX,5,1150,78,0
AA,1031,FLL,DFW,5,1105,195,
WN,2415,MDW,LGA,6,560,120,1
AA,982,MIA,DCA,5,1100,145,1
MQ,2935,MSN,DFW,7,390,160,
WN,521,AUS,DAL,3,570,55,0
YV,2853,YUM,PHX,7,475,68,0
WN,1134,ONT,SMF,7,880,80,1
XE,2262,OMA,IAH,5,1085,139,1
WN,2621,LBB,AUS,2,1015,70,1
AS,66,YAK,JNU,4,1110,46,0
OO,6817,SFO,CIC,5,1292,52,0
AA,2282,SFO,DFW,5,795,210,
WN,1023,DAL,SAT,3,920,65,1
US,75,JFK,PHX,3,599,338,0
WN,762,MDW,PIT,7,415,80,1
9E,3702,GFK,MSP,1,300,75,1
9E,4095,MSP,SBN,6,1170,87,1
XE,2559,IAH,LFT,5,585,58,1
UA,68,LAX,ORD,1,365,243,0
UA,286,IAH,IAD,3,998,179,1
XE,2522,MSP,IAH,7,1049,176,0
OO,6457,SFO,SNA,1,765,88,1
DL,1149,LAX,HNL,5,1012,353,1
B6,350,BUR,JFK,7,430,314,0
WN,526,SAN,PHX,1,600,70,1
WN,3322,ISP,FLL,4,915,190,1
CO,1440,IAH,ATL,3,890,126,1
FL,1251,LEX,MCO,1,1105,115,1
MQ,2807,DFW,FWA,2,1095,130,0
DL,1603,ATL,LAS,3,1320,286,1
UA,653,ORD,PVD,7,1175,138,0
AA,553,RSW,DFW,7,1145,175,
9E,3857,CLT,ATL,1,597,88,0
WN,1690,HRL,HOU,5,645,60,1
MQ,3631,MIA,BNA,3,745,150,1
WN,1513,SFO,PHX,6,815,115,1
WN,607,ORF,BWI,2,625,55,1
DL,2941,ATL,SAT,3,825,160,1
UA,216,SFO,SNA,2,535,98,1
MQ,4394,JFK,BOS,6,839,71,0
DL,2636,FSD,MSP,4,420,68,0
XE,2179,PNS,IAH,4,900,101,1
DL,2405,DTW,MKE,2,525,86,1
B6,1411,MCO,AUS,2,775,169,1
YV,2986,PHX,SAT,1,1029,122,0
MQ,2901,DFW,LBB,4,1110,70,0
EV,5121,ALB,ATL,4,1060,168,0
XE,2249,MEM,EWR,7,775,155,0
EV,5057,CLE,ATL,4,850,115,1
CO,166,SEA,IAH,5,505,245,1
XE,5915,FAR,ORD,3,633,112,0
MQ,3015,LAX,SAN,4,715,45,1
9E,3739,BMI,MSP,3,720,99,0
AA,1180,DFW,RIC,5,820,155,0
DL,132,SFO,JFK,1,390,330,0
XE,2527,EWR,GSO,5,758,101,0
FL,1218,MDW,SRQ,1,420,158,0
YV,2887,PHX,ELP,1,1190,76,0
9E,4047,MEM,LBB,5,1185,123,0
EV,5111,ATL,BHM,4,510,63,0
CO,438,EWR,MIA,4,760,210,1
MQ,3249,SGF,DFW,3,540,95,
WN,500,OAK,SAN,1,420,85,0
XE,2976,IAH,MCI,5,1275,113,0
AS,4,SEA,DCA,6,520,298,
XE,2985,EWR,DTW,6,1205,122,
DL,1024,ATL,CLT,7,585,85,0
US,37,PHL,LAX,6,1080,369,0
XE,2945,IAH,BHM,1,855,93,1
EV,5565,ATL,GPT,1,890,89,0
WN,2882,JAX,TPA,2,850,55,1
AS,664,SEA,DFW,2,1085,222,
DL,2862,LAX,JFK,7,1410,315,0
DL,1112,PIT,ATL,4,345,131,0
AA,1924,SJC,DFW,6,605,205,
EV,5336,ATL,GSP,1,977,58,1
UA,752,DEN,BWI,3,540,201,1
DL,1589,PHL,DTW,2,575,121,
B6,59,JFK,MCO,6,899,179,0
EV,7373,MEM,GPT,3,1180,76,0
OH,6264,CVG,XNA,4,565,137,0
WN,2346,BUF,TPA,6,440,175,0
MQ,3635,MIA,CLT,4,680,125,0
AA,788,MIA,STX,4,775,155,1
OH,6368,STL,CVG,7,730,81,0
WN,1585,MDW,CMH,4,390,70,0
AA,489,PHL,MIA,4,1115,185,1
WN,3074,RSW,MDW,2,1130,180,1
WN,138,PHX,SAN,6,1170,65,0
WN,2992,STL,BNA,1,845,60,1
EV,5339,TRI,ATL,1,435,77,1
OO,6347,DEN,COS,6,768,35,0
DL,2182,SNA,MSP,3,875,214,1
F9,130,DEN,DFW,5,635,112,
OO,4855,SLC,BIL,4,591,84,0
OO,6662,SFO,MRY,6,982,43,1
AA,462,MIA,DCA,3,980,145,
US,1105,ALB,CLT,7,885,134,1
OO,4567,SLC,SAT,6,1075,160,1
WN,1079,RDU,TPA,7,715,115,0
US,1061,PHL,FLL,1,595,176,0
WN,117,SAN,SMF,7,535,95,1
9E,3666,TUL,MSP,1,700,120,0
US,5,PHX,ORD,1,800,201,1
UA,225,BDL,IAD,5,1157,93,0
FL,531,MEM,ATL,1,821,76,0
XE,3069,HRL,IAH,3,665,69,0
UA,415,MSY,DEN,4,425,187,
DL,2402,MIA,DTW,4,1068,187,
US,933,BOS,CLT,6,880,145,1
AA,1533,ATL,DFW,1,415,150,
DL,2839,ATL,MTJ,5,615,241,0
OO,6735,MSO,DEN,1,792,112,
B6,1282,RIC,BOS,2,974,89,1
EV,5196,DSM,ATL,4,613,130,1
UA,699,IAD,SJU,3,498,222,0
WN,711,SAT,LAS,2,485,175,1
MQ,3699,MIA,CVG,1,1290,160,0
FL,1221,FLL,PIT,5,1204,156,0
US,1850,CLT,BDL,3,1194,108,0
DL,2813,GRR,MSP,3,470,100,0
WN,166,LAX,SFO,7,770,75,1
WN,485,SLC,DEN,4,750,85,
AS,182,FAI,ANC,4,480,63,0
US,616,PHX,ATL,5,45,209,1
MQ,3042,SBA,LAX,1,875,45,0
9E,4266,MSP,GRR,4,635,87,0
WN,1566,SMF,ONT,7,1165,75,1
MQ,3718,ATL,ORD,2,1065,130,0
OH,6546,PIT,DTW,6,829,80,
UA,717,DEN,LAS,6,960,122,1
MQ,2719,DFW,TYS,5,475,115,0
MQ,4358,IND,ORD,2,965,70,0
WN,1353,SEA,OAK,2,725,125,1
MQ,2950,DFW,LCH,5,1140,70,0
AA,1808,MIA,DEN,6,1235,270,
OH,6479,ORF,JFK,2,380,82,0
OH,6497,MEM,AUS,4,820,122,1
UA,789,PDX,DEN,4,345,150,
DL,2814,SEA,MSP,1,50,189,0
DL,2811,MEM,FLL,6,560,139,1
AA,1083,IAD,DFW,4,390,210,
WN,3658,PHX,MDW,2,1105,200,1
DL,2124,ATL,BWI,4,660,112,0
WN,1290,ECP,MCO,6,435,65,0
UA,750,ORD,BWI,5,531,112,1
OO,6849,SEA,PDX,1,510,48,0
DL,2938,ATL,DCA,5,385,94,
XE,2373,IAH,AUS,4,495,55,0
B6,127,ROC,JFK,4,435,78,0
EV,7138,DTW,IAD,1,602,90,1
AS,190,FAI,ANC,6,1050,62,0
WN,2903,MSY,BWI,2,1000,140,0
B6,283,LAS,LGB,5,906,66,0
OO,6890,ORD,ORF,4,360,121,0
OO,6241,ORD,FAR,1,585,111,0
XE,2451,STL,EWR,5,875,149,0
F9,320,MKE,DCA,4,495,110,
DL,2143,EWR,ATL,2,500,159,1
FL,803,BWI,BOS,5,1115,84,0
DL,2547,LGA,ATL,6,1020,166,0
XE,2396,EWR,DTW,6,1035,122,
9E,4371,DTW,FWA,5,940,51,0
US,1772,MHT,CLT,5,360,152,0
WN,862,BDL,BWI,4,655,70,1
MQ,3963,ORD,BNA,2,815,90,0
OO,6520,MBS,ORD,3,926,72,1
XE,2208,MCI,EWR,6,360,154,0
US,1559,PHL,FLL,4,710,169,0
XE,2954,IAH,MOB,2,1160,80,0
OO,4838,SLC,FAR,1,830,131,1
HA,242,HNL,ITO,2,1176,51,0
WN,417,BWI,STL,4,425,145,1
B6,336,MCO,IAD,4,465,120,0
CO,1475,IAH,DFW,1,1270,64,
WN,920,SMF,SNA,5,620,85,1
DL,1286,ATL,SAV,1,1053,64,1
UA,18,DEN,BWI,3,626,202,0
UA,199,MCO,ORD,6,860,175,0
OO,6666,TUS,DEN,4,1016,109,
WN,439,BUR,SJC,2,420,65,0
FL,259,ATL,FNT,6,615,122,0
FL,159,IND,BWI,4,1155,100,0
DL,1492,PHX,MSP,2,475,187,0
EV,5223,TRI,ATL,6,763,76,1
WN,2762,SAN,SAT,6,680,155,1
WN,368,DEN,OAK,4,980,165,1
MQ,2859,FAY,DFW,6,950,190,
OO,6549,SFO,SBP,7,1365,67,1
WN,3049,PHL,MCO,6,475,160,1
AA,1914,DFW,JAX,1,850,130,0
XE,2187,EWR,MSP,2,390,192,1
UA,701,DEN,ABQ,3,1144,77,0
EV,5405,DSM,ATL,4,921,126,0
OO,6600,ORD,MKG,5,968,51,0
WN,526,BWI,BOS,1,435,80,0
OO,6365,DEN,ICT,7,610,80,0
WN,738,DEN,SEA,1,1230,190,1
FL,1260,FLL,LEX,4,883,145,1
DL,2127,ATL,FLL,5,450,110,0
UA,311,DEN,EGE,5,677,52,1
WN,2009,STL,BWI,1,640,120,1
B6,6,JFK,BUF,6,953,95,0
9E,4349,MEM,ICT,5,825,98,0
DL,2101,ATL,TUS,7,1193,252,0
OH,6350,DSM,MSP,5,1020,66,1
FL,227,MKE,LGA,2,798,121,1
DL,2379,SDF,ATL,3,425,94,0
FL,684,ICT,ATL,5,378,132,0
DL,422,SJU,ATL,3,840,242,0
CO,44,MIA,EWR,5,815,178,1
WN,1065,DEN,LAS,1,905,115,1
DL,2528,SRQ,ATL,5,804,101,1
DL,2818,MCO,ATL,7,1170,99,0
OH,6389,MCI,CVG,1,925,106,0
FL,671,MKE,MCO,5,525,177,1
US,958,FLL,PHL,2,595,157,0
WN,763,ONT,OAK,7,1005,75,1
9E,4366,ATL,ALB,4,1235,137,0
OO,6298,SFO,ACV,4,649,79,1
XE,2220,SHV,IAH,4,415,57,0
UA,216,SFO,SNA,5,526,100,0
UA,230,LAS,DEN,7,897,117,
UA,412,SAT,IAD,5,706,201,1
MQ,3246,DFW,GRK,2,925,50,1
9E,3808,BMI,DTW,6,395,87,1
XE,2967,IAH,LBB,6,540,83,0
AA,1707,LAS,LAX,2,985,70,1
DL,2824,MSP,RDU,4,1145,146,1
B6,406,SAN,BOS,2,845,309,1
FL,297,ATL,HOU,5,997,139,1
CO,319,TPA,EWR,1,515,155,0
WN,1,DAL,HOU,4,420,60,0
F9,71,DTW,DEN,2,385,189,
MQ,3948,OMA,ORD,7,1030,105,0
OH,6492,JFK,SYR,1,1305,92,1
UA,212,GEG,DEN,5,816,129,
WN,1577,BUR,SJC,7,640,65,1
US,1724,JAX,DCA,2,1120,104,1
DL,192,ATL,JFK,7,905,145,1
FL,696,ATL,SRQ,3,610,90,0
OO,4448,SLC,GJT,3,690,65,0
WN,1684,DEN,PDX,2,705,175,1
MQ,3778,ORD,DCA,2,550,105,1
WN,301,PHX,SNA,2,555,80,1
AA,1399,DEN,ORD,6,395,155,0
MQ,4037,ORD,PIT,3,460,85,1
DL,2742,ATL,EWR,1,585,143,1
WN,2814,MDW,MCI,3,1175,90,0
B6,282,LGB,LAS,6,794,67,1
AS,114,ANC,SEA,3,150,200,0
OO,6810,YUM,LAX,4,927,80,1
OO,4441,SLC,FCA,1,602,115,1
F9,822,MCI,DEN,4,405,110,
YV,2816,FAT,PHX,1,390,96,0
MQ,3944,JFK,BWI,6,1049,76,0
AA,30,LAX,JFK,6,1425,314,0
OO,4743,CLE,MSP,4,400,135,0
HA,277,KOA,HNL,3,1050,42,0
WN,1089,SLC,DEN,2,380,95,
EV,5015,ATL,HSV,3,1373,55,0
9E,4282,GPT,MEM,3,685,84,1
CO,132,SAN,IAH,2,405,189,1
AS,347,OAK,SEA,4,420,120,0
CO,17,EWR,LAX,6,790,365,1
EV,5394,ATL,MLI,7,1310,119,1
EV,5229,MEM,SGF,1,1170,68,0
B6,583,HPN,FLL,1,525,179,0
DL,2505,MSP,SFO,3,1290,247,1
MQ,3937,RST,ORD,1,605,70,1
CO,709,IAH,PDX,7,1090,278,1
OO,6381,SFO,MRY,6,1365,43,1
XE,2263,BTR,IAH,5,330,72,0
WN,1839,IAD,MDW,4,395,120,1
MQ,2971,GSO,DFW,5,745,195,
OO,4870,RNO,SLC,7,615,84,0
XE,2876,CRP,IAH,5,860,57,0
AA,496,ORD,DCA,4,380,99,0
9E,3684,PIT,JFK,3,360,124,0
MQ,4417,DCA,RDU,2,1075,65,0
AA,734,MIA,DCA,4,895,145,0
WN,122,BNA,SAT,2,995,150,1
MQ,2749,DFW,DAY,6,545,135,0
DL,2507,OMA,MSP,1,426,84,1
AS,307,SFO,SEA,4,550,134,1
XE,5991,XNA,ORD,4,360,105,0
UA,373,LGA,ORD,5,420,162,0
US,542,SJC,PHX,2,380,113,0
WN,389,HOU,MSY,1,695,60,0
MQ,4057,SYR,ORD,6,720,135,1
DL,2722,PHX,DTW,1,30,228,0
OO,6731,MKE,DEN,7,510,185,
WN,117,PHX,SAN,1,420,70,0
CO,303,EWR,IAH,4,645,240,1
US,1262,MIA,PHL,4,360,169,0
EV,4951,ATL,CVG,7,1007,88,1
CO,173,LAX,HNL,4,985,345,1
9E,3871,DTW,SYR,1,630,87,1
WN,1288,DEN,SLC,2,705,90,1
B6,401,BOS,MSY,6,672,229,0
WN,1193,LAX,OAK,3,825,75,1
DL,248,SAN,DTW,2,790,265,1
OO,6557,SEA,PDX,2,707,48,1
EV,4984,GNV,ATL,3,375,80,0
UA,563,PHL,ORD,3,1026,147,1
CO,514,IAH,PIT,7,615,155,0
9E,4162,FWA,DTW,3,915,65,1
WN,2421,LGA,MDW,6,1075,140,1
9E,4104,AUS,MEM,7,709,110,0
XE,5921,IAD,TYS,6,525,94,0
OH,6660,DTW,GRR,7,520,63,1
XE,2722,CLE,ORF,3,950,88,1
DL,1217,DTW,LAS,6,1055,275,1
DL,1089,JAX,ATL,5,689,76,0
WN,1128,BNA,AUS,2,1070,140,0
AA,1060,STL,LGA,3,1145,135,1
AA,374,TUS,ORD,2,410,205,0
XE,2640,EWR,GRR,5,929,125,1
OO,6258,DEN,EGE,3,679,45,1
WN,668,LAS,HOU,2,770,180,1
OO,6563,DEN,ASE,5,751,44,0
AS,896,OGG,SJC,7,745,300,0
WN,824,MCO,FLL,5,450,55,0
AA,1879,TPA,MIA,6,585,65,0
AA,1221,MCO,ORD,7,1140,175,0
UA,419,DEN,PDX,1,1299,177,0
WN,2680,IND,LAS,7,465,255,1
DL,2618,MCO,ATL,3,1050,102,1
AA,2202,MIA,DFW,1,1235,190,
CO,616,IAH,MSP,1,1140,171,1
US,2131,BOS,LGA,6,840,77,0
UA,18,LAX,DEN,6,360,145,
XE,2024,CLE,CMH,5,740,50,0
WN,59,DAL,HOU,1,1260,60,1
XE,5892,ORD,HSV,5,1144,99,1
WN,3768,ONT,OAK,5,495,75,1
CO,531,JAX,EWR,2,625,138,0
AA,1290,STX,MIA,4,1050,185,1
9E,4018,CAK,DTW,6,1030,70,
AA,1406,DFW,HSV,4,540,95,0
WN,831,SAT,PHX,7,700,150,1
UA,163,BOS,LAX,1,383,400,0
B6,740,PSE,JFK,1,363,237,0
WN,795,MCI,OKC,7,980,70,1
WN,384,STL,MDW,2,540,60,0
DL,2778,SAN,SLC,6,613,111,1
US,544,PHX,DFW,1,810,135,
WN,998,BWI,RDU,5,1185,65,1
UA,132,PDX,ORD,1,381,234,1
OO,6941,MAF,DEN,4,818,118,
DL,1162,BNA,ATL,4,389,91,0
WN,778,DEN,RDU,3,1020,195,1
DL,1779,CVG,SFO,6,1225,308,0
WN,249,BWI,PVD,3,715,70,1
DL,2725,MSP,AUS,3,865,167,1
WN,806,MSY,HOU,3,430,75,1
XE,3023,DCA,EWR,5,665,67,1
AA,1786,TPA,JFK,4,800,160,0
AA,1552,MCO,MIA,4,510,60,0
AA,824,FLL,JFK,7,1195,170,0
UA,172,SFO,BOS,1,511,338,0
UA,494,DSM,ORD,1,360,83,1
UA,945,ORD,LAX,7,716,275,1
OH,6654,ATL,HSV,1,585,59,0
9E,3697,LAN,DTW,6,420,63,
FL,205,ATL,CAK,3,1270,100,1
9E,3850,FNT,DTW,4,360,50,
CO,1058,IAH,DCA,2,515,172,0
DL,1200,ATL,BOS,3,600,160,0
YV,7237,ORD,DSM,2,790,72,
DL,2172,TPA,ATL,4,1055,100,1
US,71,DEN,PHX,6,480,135,0
US,720,MIA,CLT,4,890,123,0
AA,2345,ORD,DFW,4,1030,155,
UA,850,ORD,PIT,2,1091,91,0
US,1596,DFW,PHL,5,668,187,0
AA,728,LAS,DFW,5,425,160,
DL,2967,ATL,SAN,4,665,294,1
US,1850,PBI,CLT,2,1020,112,1
B6,303,IAD,LGB,4,1055,343,1
OO,6352,SFO,TUS,7,1266,113,1
US,1524,CLT,SYR,1,990,106,1
WN,611,BUR,PHX,2,585,85,1
HA,173,HNL,LIH,7,783,38,1
WN,1678,BOS,DEN,5,495,295,
B6,1759,FLL,SJU,4,905,150,1
MQ,3220,PNS,DFW,7,840,125,
DL,1157,ATL,SRQ,7,515,102,0
DL,2103,ATL,LAS,5,580,281,0
AS,509,SNA,SEA,1,840,170,0
US,14,PHX,JFK,2,805,286,0
DL,1231,SLC,MSY,1,835,194,0
WN,1686,FLL,TPA,2,1075,60,0
WN,124,LAX,SJC,3,945,65,1
HA,190,LIH,HNL,5,1001,30,0
CO,1780,SEA,EWR,4,675,312,1
9E,3916,GSP,DTW,4,1000,115,
US,909,DTW,CLT,5,515,106,0
OO,6345,PSC,SFO,6,360,125,1
EV,5348,JAN,ATL,1,445,89,1
EV,5336,ATL,GSP,7,1000,53,1
DL,2308,MEM,DTW,5,505,115,
WN,11,FLL,BNA,5,885,145,1
UA,192,SNA,ORD,4,825,237,0
DL,1062,MCO,LAX,7,1090,341,1
EV,5401,ATL,ICT,7,1165,151,1
WN,1256,BOI,OAK,1,1135,105,0
9E,3824,MSP,XNA,5,1165,127,1
US,1981,DCA,TPA,1,605,146,1
DL,1097,ATL,HOU,5,1140,143,1
AA,2307,ORD,DFW,5,545,155,
OO,6477,SMF,LAX,1,879,83,1
DL,2717,BOS,MEM,4,625,210,0
OO,4635,SLC,SJC,2,1220,114,0
US,947,IAD,CLT,4,420,87,0
WN,647,PHX,DEN,3,360,105,
OH,6528,CVG,BOS,3,675,130,0
DL,1626,FLL,ATL,3,1049,125,1
XE,2429,IAH,MAF,5,698,84,0
DL,2148,SLC,BOI,7,1315,74,1
DL,511,ATL,JAX,6,507,77,0
DL,2121,DTW,PHX,3,1185,270,0
AA,1427,TPA,DFW,2,1110,175,
OO,6941,ORD,COS,2,1079,153,1
XE,2560,MAF,IAH,2,1008,87,1
EV,5034,ATL,VLD,1,592,73,0
AA,366,ORD,LGA,2,855,125,0
MQ,3278,DFW,BRO,3,900,95,1
OO,6337,GJT,DEN,1,767,57,
OO,4776,SLC,PSC,1,916,99,0
WN,1065,BNA,DEN,1,750,180,
B6,180,PHX,JFK,2,1395,270,0
AA,276,LAX,MIA,5,1340,280,1
9E,4079,SGF,MEM,3,695,67,0
YV,2628,GSO,CLT,3,770,54,0
XE,2231,JAN,IAH,2,360,77,0
CO,323,IAH,MSY,3,805,67,1
US,1197,PHL,PHX,1,825,316,1
OO,7025,MBS,ORD,3,522,79,0
MQ,3016,SAN,LAX,2,475,40,1
WN,3458,LAX,DEN,7,835,135,
FL,942,ROC,BWI,5,360,83,0
EV,5326,TRI,ATL,3,990,72,1
OO,6920,ASE,DEN,5,620,55,
OO,7002,COS,DEN,4,925,40,
WN,2941,DEN,MDW,6,670,140,1
MQ,3918,ORD,DAY,1,1170,70,0
YV,2937,CLT,STL,1,679,120,0
EV,5294,ATL,BNA,4,820,66,0
FL,551,BUF,ATL,7,1081,139,1
EV,5210,JAN,MEM,2,713,71,1
AA,510,PHX,ORD,1,860,210,0
US,343,IAH,PHX,2,480,186,1
OO,6501,LIT,DEN,5,1172,145,
F9,701,MSY,DEN,4,1049,165,
OO,7053,DEN,GEG,5,938,146,1
OO,4685,RAP,MSP,2,600,90,1
FL,254,FNT,ATL,1,360,130,0
EV,5416,LFT,ATL,7,685,99,0
XE,5923,ORD,CLE,5,1185,76,1
9E,3890,DTW,ITH,1,625,86,0
WN,2887,LAX,SFO,4,395,80,0
WN,3506,PHX,OAK,2,430,125,0
DL,2758,LAX,SFO,1,970,81,1
WN,3425,SEA,SLC,3,575,110,0
B6,396,MCO,LGA,7,1155,148,1
WN,452,MAF,DAL,4,400,70,0
WN,2175,MCO,MSY,4,695,110,1
AA,1147,MCO,DFW,4,845,175,
DL,1619,DTW,LAX,7,950,300,1
UA,923,IAD,DEN,7,890,245,
DL,1490,MSP,DTW,5,395,114,0
UA,205,BOS,IAD,3,500,107,0
YV,2987,PHX,FAT,5,1428,97,0
DL,2023,BOS,DTW,3,530,148,1
AA,2556,LAS,JFK,1,655,310,0
DL,1797,ATL,SJC,5,1161,332,1
DL,1270,STL,ATL,4,530,95,0
AA,1231,PHL,ORD,4,990,150,1
EV,5522,ICT,ATL,2,400,129,0
WN,1095,CMH,BWI,1,1085,70,1
OO,6219,SJC,LAX,7,611,77,0
YV,2653,ORF,CLT,3,825,85,0
UA,883,IAD,ORD,5,475,127,0
OO,6346,DEN,MOT,6,769,102,0
DL,1264,SLC,IAD,4,1016,242,1
B6,1208,RSW,HPN,3,1130,160,1
UA,35,SFO,OGG,5,553,325,1
AA,1700,IAH,MIA,7,620,140,0
US,1990,MYR,CLT,5,770,64,0
WN,943,STL,MCI,4,425,70,0
CO,211,EWR,IAH,6,465,233,1
9E,4342,TPA,RDU,6,1005,110,0
