,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
149,ERRORABC123!?,5,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,8,5,6,7,9,ERRORABC123!?,8,4,ERRORABC123!?
150,I,2,ERRORABC123!?,2,6,ERRORABC123!?,7,7,0,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,8,2,8
151,Z,8,ERRORABC123!?,8,ERRORABC123!?,5,8,ERRORABC123!?,2,9,12,ERRORABC123!?,9,3,7,6,7
152,V,4,7,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,2,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,5,8
153,M,5,9,7,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,4,6
154,ERRORABC123!?,4,8,ERRORABC123!?,ERRORABC123!?,4,6,5,2,8,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,3,7
155,O,ERRORABC123!?,3,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,9,7,7,5,ERRORABC123!?,ERRORABC123!?,8,4,8
156,B,4,ERRORABC123!?,5,4,4,ERRORABC123!?,7,5,6,7,6,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
157,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?
158,K,ERRORABC123!?,9,9,ERRORABC123!?,ERRORABC123!?,9,6,1,7,10,3,8,ERRORABC123!?,7,3,ERRORABC123!?
159,H,3,7,ERRORABC123!?,5,4,ERRORABC123!?,7,5,6,7,6,ERRORABC123!?,ERRORABC123!?,8,3,8
160,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,6,10,1,ERRORABC123!?,11,9,5,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?
161,W,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,4,4,11,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,11,1,ERRORABC123!?
162,F,3,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,1,12,4,5,ERRORABC123!?,11,ERRORABC123!?,0,8,ERRORABC123!?,6
163,A,3,ERRORABC123!?,5,4,1,7,ERRORABC123!?,3,0,7,0,ERRORABC123!?,2,7,ERRORABC123!?,ERRORABC123!?
164,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,3,3,6,ERRORABC123!?,ERRORABC123!?,5,4,13,ERRORABC123!?,ERRORABC123!?,6,9
165,M,4,9,5,7,4,7,7,ERRORABC123!?,1,7,ERRORABC123!?,ERRORABC123!?,8,6,0,8
166,B,4,9,ERRORABC123!?,7,6,7,8,9,6,ERRORABC123!?,ERRORABC123!?,6,2,8,8,ERRORABC123!?
167,M,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,6,ERRORABC123!?,8,6,4,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?
168,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4
169,V,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,3,6,ERRORABC123!?,ERRORABC123!?,4,7,12,ERRORABC123!?,3,10,1,8
170,S,ERRORABC123!?,8,ERRORABC123!?,6,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,6,ERRORABC123!?,7,8,8
171,C,2,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,4,10
172,H,4,9,ERRORABC123!?,6,8,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,8,7,ERRORABC123!?,9
173,ERRORABC123!?,5,8,ERRORABC123!?,6,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,8,ERRORABC123!?,7,3,9,0,8
174,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,6,4,7,ERRORABC123!?,5,ERRORABC123!?,11,5,4,4,11,5,7
175,Z,3,ERRORABC123!?,4,6,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,8,ERRORABC123!?
176,ERRORABC123!?,3,4,ERRORABC123!?,2,2,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,2,8,4,8
177,N,5,9,7,6,ERRORABC123!?,4,10,3,4,9,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
178,ERRORABC123!?,6,10,5,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,6,5,9,4,7
179,H,4,ERRORABC123!?,5,ERRORABC123!?,4,7,7,6,6,7,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,6
180,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,5,ERRORABC123!?,11,3,7,11,9,ERRORABC123!?,2,ERRORABC123!?,2,4
181,B,ERRORABC123!?,5,ERRORABC123!?,8,4,7,ERRORABC123!?,ERRORABC123!?,8,7,5,7,2,8,ERRORABC123!?,10
182,ERRORABC123!?,5,10,6,7,ERRORABC123!?,7,4,14,ERRORABC123!?,7,15,8,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
183,S,3,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,8,6,9,ERRORABC123!?,5,5,0,ERRORABC123!?,ERRORABC123!?,7
184,F,5,6,5,8,2,1,14,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,0,ERRORABC123!?,3,6
185,J,3,ERRORABC123!?,ERRORABC123!?,7,4,9,ERRORABC123!?,1,6,11,4,ERRORABC123!?,0,6,ERRORABC123!?,6
186,R,3,6,4,4,4,ERRORABC123!?,7,ERRORABC123!?,5,7,ERRORABC123!?,7,ERRORABC123!?,7,4,9
187,E,ERRORABC123!?,2,ERRORABC123!?,4,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,5,9,2,8,5,10
188,P,6,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,8,9,5,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,5,ERRORABC123!?,5,6
189,ERRORABC123!?,2,2,1,4,ERRORABC123!?,7,7,1,7,7,6,ERRORABC123!?,0,8,ERRORABC123!?,8
190,ERRORABC123!?,ERRORABC123!?,10,9,ERRORABC123!?,9,7,7,ERRORABC123!?,ERRORABC123!?,7,6,7,ERRORABC123!?,6,9,13
191,ERRORABC123!?,4,10,6,7,ERRORABC123!?,ERRORABC123!?,6,8,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,8
192,ERRORABC123!?,4,7,6,ERRORABC123!?,7,9,6,4,ERRORABC123!?,6,ERRORABC123!?,7,7,8,ERRORABC123!?,7
193,H,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,6,7,9,8,5,ERRORABC123!?,ERRORABC123!?,6,3,7,7,10
194,M,7,10,ERRORABC123!?,ERRORABC123!?,7,9,ERRORABC123!?,2,ERRORABC123!?,9,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,8
195,ERRORABC123!?,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,13,9,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,4,8
196,O,4,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,5,ERRORABC123!?,4,7,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
197,ERRORABC123!?,2,8,3,6,3,8,ERRORABC123!?,7,5,7,6,ERRORABC123!?,2,9,8,ERRORABC123!?
198,K,4,ERRORABC123!?,ERRORABC123!?,5,4,3,8,3,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,3,5
199,ERRORABC123!?,ERRORABC123!?,10,7,ERRORABC123!?,3,ERRORABC123!?,11,ERRORABC123!?,4,10,12,ERRORABC123!?,3,10,ERRORABC123!?,8
200,F,7,ERRORABC123!?,10,ERRORABC123!?,5,6,11,ERRORABC123!?,ERRORABC123!?,14,ERRORABC123!?,ERRORABC123!?,1,10,ERRORABC123!?,ERRORABC123!?
201,Y,3,ERRORABC123!?,5,6,ERRORABC123!?,6,10,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,8,1,ERRORABC123!?,0,ERRORABC123!?
202,D,ERRORABC123!?,6,6,4,3,ERRORABC123!?,6,ERRORABC123!?,8,11,3,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,9
203,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,0,7,7,2,10,8,ERRORABC123!?,8,ERRORABC123!?,8,6,8
204,Q,3,5,3,6,3,7,ERRORABC123!?,ERRORABC123!?,3,8,8,9,3,8,5,7
205,ERRORABC123!?,8,14,8,8,4,ERRORABC123!?,ERRORABC123!?,4,4,13,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
206,B,5,7,7,5,ERRORABC123!?,8,6,ERRORABC123!?,6,9,6,7,3,9,ERRORABC123!?,10
207,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,6,ERRORABC123!?,ERRORABC123!?,6,10,8,ERRORABC123!?,ERRORABC123!?,10,4,7
208,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,5,ERRORABC123!?,9,14,8,3,10,0,ERRORABC123!?
209,B,4,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,7,7,6,7,2,8,9,10
210,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,4,2,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,11,9,ERRORABC123!?,11,1,ERRORABC123!?
211,O,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,6,8,2,8,ERRORABC123!?,8
212,Z,6,10,8,7,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,9,1,7,ERRORABC123!?,ERRORABC123!?
213,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,7,2,ERRORABC123!?,0,7,2,8
214,ERRORABC123!?,1,3,2,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7
215,Z,1,3,ERRORABC123!?,ERRORABC123!?,1,7,ERRORABC123!?,1,9,11,7,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
216,A,3,ERRORABC123!?,5,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,3,1,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,7,1,ERRORABC123!?
217,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,7,4,ERRORABC123!?,ERRORABC123!?,6,8,ERRORABC123!?,8,7,10
218,J,ERRORABC123!?,5,3,3,ERRORABC123!?,10,7,ERRORABC123!?,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,0,7,1,ERRORABC123!?
219,Q,5,ERRORABC123!?,6,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,7,7,ERRORABC123!?,3,8,6,8
220,N,ERRORABC123!?,3,2,1,1,ERRORABC123!?,8,ERRORABC123!?,3,7,7,7,4,8,1,6
221,Z,2,6,3,4,ERRORABC123!?,7,ERRORABC123!?,3,13,9,6,ERRORABC123!?,0,ERRORABC123!?,8,8
222,ERRORABC123!?,4,9,ERRORABC123!?,7,3,3,ERRORABC123!?,ERRORABC123!?,11,7,6,15,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?
223,J,ERRORABC123!?,7,ERRORABC123!?,10,3,ERRORABC123!?,7,ERRORABC123!?,3,11,4,ERRORABC123!?,3,8,6,9
224,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,6,3,8,ERRORABC123!?,ERRORABC123!?
225,O,5,10,ERRORABC123!?,ERRORABC123!?,5,7,8,9,6,8,8,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,10
226,ERRORABC123!?,3,6,ERRORABC123!?,ERRORABC123!?,2,5,ERRORABC123!?,3,ERRORABC123!?,3,ERRORABC123!?,6,1,ERRORABC123!?,2,5
227,V,ERRORABC123!?,5,5,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,4,11,11,ERRORABC123!?,2,10,1,8
228,X,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,8,9,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?
229,ERRORABC123!?,ERRORABC123!?,8,6,ERRORABC123!?,3,ERRORABC123!?,6,4,ERRORABC123!?,14,8,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?
230,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,7,8,3,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,8,1,ERRORABC123!?
231,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,11,3,ERRORABC123!?,ERRORABC123!?,8,8,3,ERRORABC123!?,ERRORABC123!?,9
232,A,2,7,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,2,10,1,8,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?
233,P,4,6,ERRORABC123!?,9,9,ERRORABC123!?,7,5,0,7,6,ERRORABC123!?,6,ERRORABC123!?,6,9
234,A,4,9,6,6,ERRORABC123!?,ERRORABC123!?,5,3,1,ERRORABC123!?,ERRORABC123!?,9,2,7,ERRORABC123!?,ERRORABC123!?
235,F,4,ERRORABC123!?,5,6,3,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,11,ERRORABC123!?,5,2,10,3,5
236,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,2,7,ERRORABC123!?,ERRORABC123!?,9,10,6,8,2,ERRORABC123!?,3,ERRORABC123!?
237,D,5,11,ERRORABC123!?,9,4,5,8,ERRORABC123!?,9,8,7,5,3,ERRORABC123!?,4,8
238,ERRORABC123!?,ERRORABC123!?,7,5,ERRORABC123!?,3,9,ERRORABC123!?,ERRORABC123!?,2,4,ERRORABC123!?,8,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
239,P,ERRORABC123!?,ERRORABC123!?,6,5,ERRORABC123!?,10,ERRORABC123!?,4,4,12,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,5,9
240,ERRORABC123!?,5,ERRORABC123!?,6,7,6,6,9,4,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,6
241,P,6,11,9,8,ERRORABC123!?,8,10,ERRORABC123!?,5,10,ERRORABC123!?,3,ERRORABC123!?,10,ERRORABC123!?,8
242,Y,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,11,0,ERRORABC123!?,6,11,8,0,ERRORABC123!?,0,8
243,W,3,ERRORABC123!?,4,4,2,5,8,4,1,7,ERRORABC123!?,8,7,10,0,8
244,P,6,ERRORABC123!?,8,7,5,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,3,2,ERRORABC123!?,4,ERRORABC123!?
245,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
246,E,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,7,ERRORABC123!?,10,6,5,ERRORABC123!?,2,8,6,8
247,S,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,7,5,6,9,ERRORABC123!?,6,10,0,9,ERRORABC123!?,ERRORABC123!?
248,E,3,ERRORABC123!?,ERRORABC123!?,5,2,3,ERRORABC123!?,ERRORABC123!?,11,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,7,ERRORABC123!?
249,ERRORABC123!?,5,9,ERRORABC123!?,ERRORABC123!?,6,7,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,6,3,8,ERRORABC123!?,ERRORABC123!?
250,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,9,7,ERRORABC123!?,8,0,ERRORABC123!?,3,8
251,S,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,9,6,4,ERRORABC123!?,ERRORABC123!?,3,8,2,8,ERRORABC123!?,10
252,ERRORABC123!?,3,8,4,6,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?
253,ERRORABC123!?,3,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,1,8,4,ERRORABC123!?
254,M,ERRORABC123!?,ERRORABC123!?,11,8,9,9,6,2,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,11,ERRORABC123!?,3,8
255,ERRORABC123!?,9,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,11,6,2,11,5,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,8
256,ERRORABC123!?,2,4,4,3,3,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,2,6,3,ERRORABC123!?
257,U,3,8,5,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,4,6,ERRORABC123!?,8,7,9,5,ERRORABC123!?
258,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,4,ERRORABC123!?,5,ERRORABC123!?,11,ERRORABC123!?,9,ERRORABC123!?,9,2,ERRORABC123!?
259,D,ERRORABC123!?,ERRORABC123!?,4,6,2,ERRORABC123!?,7,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,3,8,ERRORABC123!?,ERRORABC123!?
260,U,2,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,5,11,5,ERRORABC123!?,14,8,3,ERRORABC123!?,0,8
261,J,2,5,3,4,ERRORABC123!?,10,7,2,ERRORABC123!?,11,ERRORABC123!?,7,1,ERRORABC123!?,2,ERRORABC123!?
262,Z,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,5,6,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,5,8,6
263,F,ERRORABC123!?,11,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,3,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,2,7
264,ERRORABC123!?,1,0,2,1,0,8,9,4,ERRORABC123!?,ERRORABC123!?,12,8,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?
265,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,5,3,6,ERRORABC123!?,ERRORABC123!?,13,ERRORABC123!?,5,ERRORABC123!?
266,U,ERRORABC123!?,6,4,4,ERRORABC123!?,7,5,ERRORABC123!?,5,7,13,8,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?
267,B,3,7,4,ERRORABC123!?,5,7,7,4,6,6,ERRORABC123!?,6,2,8,5,10
268,L,4,ERRORABC123!?,6,6,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,0,6,ERRORABC123!?,8
269,ERRORABC123!?,4,10,ERRORABC123!?,ERRORABC123!?,3,8,ERRORABC123!?,ERRORABC123!?,5,7,ERRORABC123!?,ERRORABC123!?,0,8,0,8
270,ERRORABC123!?,8,ERRORABC123!?,8,6,4,ERRORABC123!?,ERRORABC123!?,4,6,ERRORABC123!?,3,8,ERRORABC123!?,6,5,ERRORABC123!?
271,ERRORABC123!?,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,11,9,5,2,8,4,4
272,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,5,ERRORABC123!?,4,ERRORABC123!?,4,7,ERRORABC123!?,9,4,ERRORABC123!?
273,T,1,0,2,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,1,4,7,10,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
274,ERRORABC123!?,ERRORABC123!?,3,5,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,10,ERRORABC123!?,ERRORABC123!?,9,2,6
275,ERRORABC123!?,2,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,4,6,11,4,ERRORABC123!?,2,ERRORABC123!?,3,ERRORABC123!?
276,R,4,ERRORABC123!?,5,5,3,ERRORABC123!?,ERRORABC123!?,8,3,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,11
277,G,ERRORABC123!?,10,7,ERRORABC123!?,5,5,7,ERRORABC123!?,6,ERRORABC123!?,8,10,2,9,5,ERRORABC123!?
278,D,ERRORABC123!?,1,2,2,ERRORABC123!?,6,7,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,8
279,S,3,8,4,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,8,ERRORABC123!?,ERRORABC123!?,8,8
280,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,8,10,ERRORABC123!?,5,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,6,9,ERRORABC123!?,11
281,M,6,10,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,4,9,ERRORABC123!?,8,ERRORABC123!?,6,2,8
282,ERRORABC123!?,4,ERRORABC123!?,6,6,ERRORABC123!?,9,6,2,2,8,ERRORABC123!?,8,7,ERRORABC123!?,ERRORABC123!?,5
283,D,6,ERRORABC123!?,8,ERRORABC123!?,6,5,ERRORABC123!?,6,7,7,ERRORABC123!?,7,3,6,5,ERRORABC123!?
284,Z,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,4,8,6,ERRORABC123!?,ERRORABC123!?,12,ERRORABC123!?,9,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
285,W,4,9,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,8,7,ERRORABC123!?,ERRORABC123!?,8
286,ERRORABC123!?,2,1,ERRORABC123!?,2,1,6,ERRORABC123!?,6,7,7,8,12,1,ERRORABC123!?,4,10
287,K,ERRORABC123!?,6,4,ERRORABC123!?,4,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,6,9,3,8,ERRORABC123!?,10
288,J,ERRORABC123!?,9,9,7,5,8,5,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,7,2,ERRORABC123!?,4,6
289,A,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,7,3,5,7,8,8,ERRORABC123!?,8,ERRORABC123!?,5
290,D,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,4,8,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,5,ERRORABC123!?,7,6
291,C,4,8,6,ERRORABC123!?,4,8,8,ERRORABC123!?,6,7,6,ERRORABC123!?,ERRORABC123!?,7,4,ERRORABC123!?
292,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,12,3,3,10,11,7,2,11,1,8
293,S,ERRORABC123!?,7,4,ERRORABC123!?,ERRORABC123!?,9,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,0,7,ERRORABC123!?,ERRORABC123!?
294,ERRORABC123!?,4,ERRORABC123!?,6,ERRORABC123!?,4,9,8,ERRORABC123!?,6,13,5,ERRORABC123!?,1,ERRORABC123!?,2,9
295,A,5,10,7,8,5,ERRORABC123!?,3,ERRORABC123!?,1,7,1,8,ERRORABC123!?,9,5,8
296,ERRORABC123!?,3,ERRORABC123!?,4,3,3,8,ERRORABC123!?,5,6,7,6,ERRORABC123!?,ERRORABC123!?,8,6,9
297,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,2,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,7,5,9,2,ERRORABC123!?
298,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,3,6,ERRORABC123!?,4,ERRORABC123!?,6,7,8,ERRORABC123!?,5,2,ERRORABC123!?
299,S,4,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,7,5,8,ERRORABC123!?,6,8,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?
300,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,2,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?
301,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,5,1,ERRORABC123!?,13,ERRORABC123!?,ERRORABC123!?,12,11,7,0,8,ERRORABC123!?,6
