median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,binaryClass
225800,4.1667,52,1731,377,872,363,37.77,P
220800,2.7115,52,1710,481,849,457,37.77,P
234500,3.3269,52,2388,559,1121,518,37.77,P
254200,3.2685,52,2156,458,872,445,37.77,P
-9999999,4.7778,52,-9999999,315,637,297,37.77,P
-9999999,4.226,52,1704,371,663,340,37.77,P
405400,3.3571,52,1210,168,411,172,37.77,P
228100,2.9899,52,2097,444,915,413,37.77,P
234000,,52,1848,479,-9999999,477,37.77,P
162500,2.3882,43,955,284,585,266,37.77,P
243400,2.975,43,4329,1110,2086,1053,37.77,P
273800,5.1039,52,3011,542,1303,535,37.76,P
248500,4.1458,52,1049,185,374,176,37.76,
244000,3.4762,-9999999,-9999999,516,979,472,37.76,P
240900,2.6833,52,1846,471,-9999999,446,37.76,P
306300,5.75,-9999999,1705,246,658,253,,P
240000,3.9632,50,1542,289,654,268,37.75,P
247100,4.9489,45,891,155,384,146,,P
286600,4.8711,27,4051,753,1499,797,37.75,P
266700,3.0718,52,2646,581,1128,522,37.76,P
229800,3.6719,49,2428,-9999999,1110,492,37.76,P
229300,,-9999999,2567,436,1119,415,37.76,P
228400,4.5213,21,7031,-9999999,2930,1235,37.73,P
206200,4.4562,25,1914,365,897,390,37.74,P
350700,7.611,5,18634,2885,7427,2718,37.72,
231000,3.2689,31,5785,1379,2973,1312,37.73,P
252900,3.567,52,2876,648,1340,632,37.76,P
353900,3.6875,28,6909,1554,2974,1484,37.74,P
291700,4.7695,23,5679,1270,2690,1151,37.77,P
100000,3.1972,20,1156,365,583,326,37.75,P
341600,7.2634,12,14316,2045,5781,2007,37.77,P
412500,7.0568,5,3596,467,1738,512,,P
-9999999,4.635,-9999999,-9999999,570,1478,529,37.71,P
254900,5.3015,40,1808,302,746,270,37.71,P
241500,4.9801,36,2879,480,1235,455,37.71,P
295200,5.4834,26,3204,477,1411,484,37.72,P
340400,6.187,31,3866,531,1368,521,37.72,P
274700,5.6194,32,2476,368,1048,367,37.72,P
-9999999,5.4639,35,2211,350,1004,365,37.71,P
266400,5.1498,35,2663,387,1086,367,37.71,P
330200,5.8382,30,2599,366,922,350,37.72,P
206800,4.65,36,4569,824,1950,819,37.71,P
209200,4.3819,25,2973,622,1413,595,37.7,P
195800,3.7222,30,3115,625,1444,568,37.69,P
253500,5.2855,31,1843,282,749,269,37.71,P
241800,,31,2053,-9999999,867,329,37.7,P
252500,5.2131,27,6740,1073,2723,1035,,P
263900,6.005,30,1751,269,731,263,37.7,P
227000,5.0519,38,1663,295,781,301,37.71,P
220900,4.8237,38,3716,657,1784,652,37.71,P
259300,5.2497,32,2718,447,1156,410,37.7,P
232500,4.125,39,1420,272,645,277,37.7,P
231600,4.6005,37,1893,310,821,315,37.7,P
209400,3.5187,33,3906,790,1912,770,37.7,P
223200,,32,3400,736,1487,694,37.7,P
209900,3.4934,25,3402,758,1645,710,37.7,P
208200,2.9861,33,4413,1107,2239,1051,37.7,P
203800,2.5362,29,-9999999,618,1021,552,37.69,P
195700,3.3021,36,2350,499,1105,467,37.69,P
190500,3.0964,-9999999,5914,1309,2999,1295,37.69,P
181000,2.8512,43,1575,324,740,284,37.69,P
184900,3.3478,-9999999,1414,274,629,244,37.69,P
190800,2.3958,37,848,202,314,205,37.68,P
242200,3.5295,15,3051,685,1479,668,37.68,P
188300,4.8036,20,4296,817,1732,800,37.69,P
183500,3.851,52,2898,557,1338,550,37.74,P
204200,4.0662,52,1071,201,440,192,37.74,P
251900,4.6042,51,2619,403,922,393,37.73,P
187500,2.2,49,1494,316,611,288,37.74,P
198200,4.1164,52,2260,416,994,412,37.73,P
-9999999,3.95,52,1394,223,545,230,37.74,P
275000,4.9135,52,1028,129,317,143,37.73,P
245400,2.8355,45,3758,819,1573,736,37.73,P
177500,3.25,46,2163,470,925,435,37.73,P
171600,2.8301,49,1699,408,768,385,37.73,P
183300,3.7159,52,1555,289,620,292,37.73,P
175000,2.5625,52,1114,206,425,207,37.73,
156700,3.8047,45,1498,313,1003,305,37.72,P
157500,3.375,45,726,147,519,135,37.71,P
179800,3.244,38,890,200,481,198,37.71,P
205500,4.0268,36,2639,533,1209,-9999999,37.7,P
-9999999,3.3906,35,2562,554,1398,525,37.7,P
262500,5.5461,36,361,69,158,58,37.71,P
165000,3.371,42,3008,-9999999,1817,664,37.72,P
159700,3.5313,46,1369,284,766,289,37.72,P
158300,3.663,5,1692,398,814,328,37.72,P
144800,2.875,38,-9999999,245,618,239,37.72,P
166300,4.0202,43,3783,814,2139,789,37.72,P
191000,4.5553,37,1507,242,632,253,,P
175000,3.4643,36,666,132,366,134,37.71,P
137500,3.3431,10,2229,601,877,485,37.72,P
141700,2.1898,28,2215,587,830,573,37.73,P
210900,,31,1616,372,739,379,37.72,
198300,3.375,47,1190,251,540,266,,P
157400,2.8125,29,4169,1047,2024,962,37.72,P
264700,5.0,52,2024,320,823,334,37.73,P
218400,3.0673,38,1723,394,711,353,37.73,P
235100,3.8125,43,2264,390,931,368,37.73,P
341800,6.9096,33,1996,268,686,270,37.73,P
367300,7.912,26,2862,394,1030,397,37.72,P
243500,3.8393,35,2183,383,976,392,37.72,P
167900,4.0,35,1037,207,552,210,37.71,P
371200,6.5095,25,1134,153,340,171,37.72,P
218900,3.5156,39,786,132,288,132,37.72,P
202700,2.983,45,1397,253,555,248,37.72,P
186200,3.524,45,-9999999,451,1006,444,37.72,P
188900,3.1103,44,1613,339,-9999999,-9999999,,P
180000,3.5781,44,1421,298,609,270,37.71,P
202700,3.1682,18,5778,1526,2441,1352,,
181700,2.6101,27,3094,866,1364,789,37.71,P
-9999999,3.6932,18,3905,1007,2197,1044,37.71,
183700,3.4583,43,3046,557,1333,544,37.7,P
218000,3.9032,19,3516,710,1810,703,37.7,
191500,4.0208,36,998,178,531,183,37.71,P
194700,3.5547,36,1464,244,672,261,37.7,P
187200,,17,1463,292,695,330,37.7,P
223100,2.6321,21,4124,1054,2162,998,37.7,P
271300,3.395,17,2380,769,1216,643,37.69,P
194100,3.9702,36,1266,228,606,239,37.7,P
190400,5.0043,36,2239,391,1203,379,37.7,P
189100,4.4659,38,1571,317,874,301,37.69,P
184600,3.6625,38,1246,221,637,-9999999,37.69,P
197300,3.8864,36,1501,287,703,276,37.69,P
-9999999,3.4583,36,1468,252,733,229,37.7,P
192200,3.7813,36,1118,219,625,228,37.69,P
194600,2.9917,36,1097,-9999999,568,225,37.7,P
193500,4.4375,36,1719,303,836,311,37.7,P
202600,4.0,24,1755,365,952,362,37.7,P
83300,2.3869,16,1687,348,568,352,37.68,P
212600,4.7609,-9999999,2262,391,1125,366,37.69,P
187800,5.4858,5,2087,407,840,401,37.68,P
205700,,36,1480,278,796,283,37.69,P
192900,4.0109,36,1545,273,863,267,37.69,P
205200,4.3864,35,2632,447,1349,486,37.68,P
213400,4.2841,30,2261,443,929,383,37.68,P
183600,5.1312,39,1670,308,957,-9999999,,P
178400,2.9958,37,-9999999,535,1093,555,37.69,P
219200,3.6364,27,3337,613,1489,607,37.68,P
183100,,31,3184,716,1561,628,37.68,P
157100,2.9507,44,2341,-9999999,1256,485,37.69,P
157800,3.4375,30,1197,269,695,279,37.69,P
161700,2.875,34,1131,278,560,237,37.69,P
152100,3.0345,38,1164,284,632,289,37.71,P
144900,2.679,41,3495,787,1849,750,37.7,
179900,2.9922,17,2488,617,-9999999,538,37.7,P
179100,4.1042,35,2681,508,1580,-9999999,37.69,P
159900,2.5833,19,2495,635,1571,-9999999,37.7,P
161400,2.1552,23,-9999999,461,828,443,37.7,P
170400,2.3274,29,1298,306,835,338,37.7,P
137500,2.4206,19,2693,-9999999,1765,724,37.7,P
178400,3.9063,41,746,145,387,161,37.69,P
155200,2.6464,-9999999,2444,651,-9999999,618,37.69,P
160900,3.4643,-9999999,-9999999,310,768,309,37.69,P
-9999999,2.3973,10,2227,560,1140,472,37.69,P
340000,6.5,-9999999,200,25,83,31,37.69,P
431000,6.0574,32,-9999999,194,485,171,37.64,P
301100,3.8958,6,2445,590,1189,573,37.63,P
241900,4.7813,21,1307,236,586,249,37.63,P
162500,3.2829,5,3785,936,2240,792,37.63,P
299200,5.3169,10,2031,357,867,352,37.66,P
315500,6.2579,10,8299,1326,-9999999,1288,37.65,P
216800,5.1701,23,7518,1279,3827,1294,37.68,
218100,3.25,36,1815,426,1280,431,37.68,P
170300,3.1796,-9999999,5367,1207,2667,1047,37.68,
275000,2.4196,-9999999,1167,370,253,137,37.68,P
184100,2.6563,26,2607,682,1401,607,37.68,
160000,0.9637,29,493,168,233,152,37.67,P
175000,2.3357,48,1252,305,673,-9999999,37.67,P
197500,3.5114,41,1382,353,704,314,37.68,P
150000,3.3125,43,500,110,273,120,37.69,P
205600,2.4042,29,2333,538,1120,540,37.68,P
170300,2.8322,41,1834,463,1105,467,37.68,
190900,2.5156,43,1415,348,569,293,37.68,P
196900,,37,1352,342,691,324,37.68,P
174000,2.535,37,2116,503,1109,448,37.68,P
170200,2.5772,37,1976,481,1197,465,37.68,P
180900,3.0962,38,1779,413,1061,-9999999,37.68,P
150500,2.9564,34,3659,897,-9999999,-9999999,37.67,P
167100,3.125,31,1892,-9999999,1162,389,37.68,P
148900,2.95,35,1958,484,1146,448,37.68,P
196400,4.38,40,1553,253,724,267,37.68,P
191100,4.0417,37,2412,394,975,375,37.68,P
187500,3.8,36,2110,389,-9999999,370,37.67,P
180600,3.4839,45,2179,401,1159,399,37.68,P
182800,4.0588,45,2457,-9999999,1129,422,37.68,P
179300,4.1974,44,2147,399,1175,401,37.68,P
179400,3.6,-9999999,1676,340,924,328,37.68,P
210300,4.267,35,2976,518,1424,538,37.68,P
192300,4.2386,34,3036,533,1366,500,37.67,P
198100,5.5797,35,2472,398,1171,390,37.67,P
196200,4.0682,36,1487,249,-9999999,243,37.67,P
181600,3.1734,38,2012,347,880,332,37.67,P
186900,4.7933,37,3342,569,1635,557,37.67,P
188300,4.8125,37,-9999999,534,1495,543,37.67,P
184000,,40,1748,318,914,317,37.67,P
184700,3.9395,33,3429,681,1798,694,37.67,P
179900,3.2434,42,3592,703,1625,665,37.67,P
167200,3.0917,38,1035,247,599,224,37.67,P
165400,3.0645,32,3028,811,2037,703,37.67,P
154000,,33,2431,655,1854,603,37.67,P
153500,3.1115,39,2069,500,1408,478,37.67,P
135400,3.4722,40,1340,313,766,271,37.66,P
158300,2.2222,39,1160,259,725,-9999999,37.66,P
240700,6.1104,32,2015,318,1019,340,37.68,P
-9999999,4.2733,22,3882,816,-9999999,-9999999,37.67,P
230600,3.2465,27,3239,671,1469,616,37.67,P
210800,3.2417,28,2932,739,1198,624,37.67,P
165300,3.875,38,2104,409,1039,394,37.67,P
254200,6.0501,29,1694,251,690,242,37.67,P
332600,6.8233,18,3000,419,1155,415,37.67,P
350000,6.3501,-9999999,2419,348,1066,384,37.66,P
161200,2.6719,28,2280,610,1255,587,37.66,P
179300,3.875,21,5031,1168,-9999999,1042,37.66,P
154300,2.5625,33,1547,372,1063,356,37.66,P
161800,3.016,31,3300,790,-9999999,740,37.65,P
161900,2.7694,17,5018,1439,3069,1299,37.65,P
165400,3.6818,35,1813,393,1093,374,37.65,P
166600,2.1382,-9999999,1997,436,1349,437,37.66,P
149700,3.7303,37,901,191,599,206,37.66,P
162100,3.875,35,686,-9999999,480,149,37.66,P
152600,3.0489,33,1954,464,1293,448,37.66,P
195200,2.8203,27,2630,722,1414,634,37.65,P
190600,4.3897,35,1130,192,543,184,37.65,P
193800,4.7143,-9999999,1184,-9999999,572,194,37.65,P
200600,4.6875,34,656,115,342,112,37.66,P
150000,3.2091,29,2544,643,2332,603,37.66,P
-9999999,4.275,36,1305,225,768,234,37.66,
172700,4.1302,36,-9999999,316,913,299,37.66,P
174100,3.09,35,-9999999,652,1726,643,37.66,P
194400,4.5417,25,2538,494,1185,501,37.65,
206700,4.6635,28,1784,311,735,278,37.64,P
204500,4.4427,31,1797,327,796,319,37.65,P
175000,,36,410,76,252,82,37.65,P
137500,2.375,26,162,27,86,25,37.65,
187200,3.8171,-9999999,9963,2031,5613,1946,37.63,P
173600,4.5281,35,2361,458,1727,467,37.61,P
163000,4.3456,19,862,167,407,183,37.66,P
331600,3.4861,-9999999,4335,808,2041,734,37.65,
197600,5.2312,31,1487,280,854,301,37.64,P
197900,3.6708,8,3592,849,1907,746,37.64,P
228100,3.8875,40,432,102,264,77,,P
189500,3.9167,34,1457,242,-9999999,249,37.63,P
184200,3.9063,32,1578,284,836,292,37.64,P
-9999999,,29,2172,435,1377,408,,P
172000,,36,1340,245,789,248,37.64,P
177900,5.7309,36,1116,199,662,226,37.64,P
-9999999,4.1141,36,1885,307,853,271,37.64,P
172600,5.2838,36,1180,212,664,200,37.64,P
182100,3.3479,30,5267,1253,4065,1113,37.64,P
179500,3.142,23,1897,440,1109,418,37.64,P
176000,3.7614,31,767,171,548,185,37.63,P
192600,4.25,33,691,127,431,149,37.63,P
182700,3.9338,36,786,133,463,160,37.64,P
134900,,22,5861,1516,5436,1463,37.64,P
157600,2.4808,27,2784,723,2028,693,,P
190900,4.7083,25,4524,860,2426,862,37.64,P
158200,4.1652,37,1468,-9999999,-9999999,282,,P
350000,3.5541,20,1655,450,857,430,37.64,P
158200,3.8036,33,1227,286,848,291,37.65,P
-9999999,3.8259,33,1160,252,729,220,,P
226700,3.2331,33,952,172,369,159,37.63,P
198700,4.7109,35,2072,352,1001,350,37.62,P
221200,4.2468,32,-9999999,-9999999,1472,527,37.62,P
208500,6.396,35,1032,173,453,176,37.62,P
204200,3.8125,35,657,118,328,134,37.62,P
-9999999,3.2857,32,1540,-9999999,793,-9999999,37.62,P
209500,3.8929,35,1298,236,632,204,37.62,P
-9999999,3.7262,36,1409,271,1002,281,37.61,
-9999999,4.0125,37,1383,-9999999,808,241,37.61,P
187000,4.1719,36,1151,-9999999,727,215,37.61,P
190400,4.2857,35,899,179,455,185,37.62,P
156600,3.6458,37,1793,364,1534,346,37.63,P
-9999999,2.6875,17,2485,518,1139,550,37.62,P
168100,3.7292,35,1931,376,1175,337,,P
177600,4.5913,24,2329,465,1401,453,37.63,P
208900,3.8625,12,6711,1374,3388,1289,37.63,P
169200,3.3611,23,1939,-9999999,841,364,37.63,P
163900,2.8971,16,1642,346,705,351,37.61,P
164700,4.0326,34,1619,-9999999,1148,310,37.63,P
156900,4.0682,35,517,108,391,107,37.63,P
168800,5.3644,36,1570,274,992,249,37.63,P
174100,4.7019,35,1213,221,790,243,37.63,P
206500,5.64,27,1826,309,1016,313,,P
203900,3.7931,26,2261,443,1039,395,37.61,P
217000,4.6458,9,3666,711,-9999999,703,37.61,P
159600,3.694,36,1633,345,1382,338,37.6,P
159800,2.652,31,2155,522,1858,437,37.6,P
154300,3.5,32,1295,280,1156,300,37.6,P
149600,3.2386,32,1295,-9999999,1097,328,37.6,P
188600,5.097,33,1518,302,831,268,37.61,P
238500,4.3875,17,3314,638,1873,602,37.6,P
-9999999,,22,3009,497,1640,514,37.6,P
261400,5.0406,6,-9999999,474,1568,433,37.61,P
234400,5.8704,17,5159,832,3174,817,37.6,P
231700,,18,1726,276,1186,310,37.6,P
156300,4.235,16,1816,365,1367,355,37.59,P
222000,4.825,13,2578,551,1680,528,37.59,P
254400,5.5218,15,2576,418,1657,410,37.58,P
244300,6.5116,16,1644,251,1033,267,37.58,P
-9999999,6.0661,16,1606,240,1117,268,37.58,P
236500,,16,3349,544,2003,488,37.58,P
151400,4.6211,15,3475,686,2568,-9999999,37.59,P
213700,,16,1893,338,1461,344,37.58,
243600,,14,1727,302,1116,273,37.59,P
212500,3.7462,15,6243,1273,3163,1274,37.59,
214700,4.5721,24,2077,383,1488,-9999999,37.6,P
213200,3.6923,18,1165,333,855,319,37.59,P
256000,4.6786,16,4371,889,2530,817,,P
237500,2.875,2,838,295,240,149,37.59,P
178100,3.3617,15,3052,760,2097,728,37.58,P
-9999999,5.7579,17,4313,717,2629,721,37.58,P
147900,2.9706,-9999999,385,94,295,92,37.6,P
191700,3.9022,10,-9999999,678,2056,628,37.6,P
247600,,21,4342,783,2172,789,37.57,P
283500,5.7192,15,3575,597,1777,-9999999,37.58,P
216900,3.6832,20,4126,1031,2079,975,37.58,P
282500,6.2073,31,-9999999,478,1276,485,37.58,P
295600,5.8151,6,4405,717,2071,688,37.58,P
281800,5.8322,-9999999,16199,2993,8117,2847,37.57,P
-9999999,5.6277,14,14917,-9999999,8012,2606,37.58,P
231200,5.2879,12,5719,1064,3436,1057,37.57,P
318300,6.5615,8,8647,1407,5019,1379,37.57,P
253400,5.6758,15,8112,1376,4576,1348,37.58,P
278200,6.1047,7,10648,1818,6075,1797,37.57,P
300000,3.5714,-9999999,1150,311,-9999999,245,37.49,P
273500,6.0824,3,14014,2861,7205,2753,37.52,P
223400,,23,4332,857,2461,-9999999,37.56,P
214500,5.5737,35,1716,312,914,316,37.56,P
220200,4.8962,31,4981,964,2841,924,37.56,P
240300,4.6978,-9999999,8444,1492,4446,1491,37.56,P
158000,4.4259,6,3028,778,1531,736,37.56,P
224200,3.3008,26,2068,532,1434,495,37.55,P
177200,4.5687,33,1325,274,909,267,37.55,P
216100,3.8179,-9999999,-9999999,485,1174,501,37.56,P
269700,5.0,18,5505,1005,2641,971,37.56,P
231200,4.3393,20,6462,1294,3288,1235,37.56,P
162500,4.1387,4,3746,993,1606,838,37.55,P
254000,4.8052,13,8918,1823,4518,1772,37.56,
196200,4.6349,31,1949,344,986,322,37.54,P
189400,3.168,17,4924,1247,3080,1182,37.55,
220800,3.1326,17,5133,1375,3386,1339,,P
213800,2.9074,16,-9999999,2098,4649,1903,37.55,P
442900,8.3996,15,5674,748,-9999999,714,37.56,P
333400,6.6478,21,10687,1540,-9999999,1520,37.55,
352400,6.629,25,1354,192,596,220,,P
305300,6.2179,27,3715,526,1631,538,37.54,P
-9999999,5.761,33,2095,342,941,304,37.53,P
248900,4.6641,29,3517,645,-9999999,585,37.54,P
356000,,31,2537,382,1067,410,37.54,P
236000,3.9909,14,5106,1207,2738,1108,37.54,P
-9999999,4.2955,23,2215,475,1278,492,37.53,P
228000,4.9615,28,2949,529,1538,545,37.53,P
235900,,18,2375,652,1252,586,37.53,P
203200,4.7135,28,-9999999,496,1344,467,37.54,P
197000,4.75,35,-9999999,420,1353,413,37.53,P
-9999999,5.4299,26,2506,387,-9999999,406,37.53,P
223200,4.6,28,2829,-9999999,1610,540,,P
222700,4.1947,26,3179,703,2142,639,37.53,P
225000,5.388,26,2332,371,1285,404,37.54,P
240100,3.9444,-9999999,3584,715,1673,661,37.54,P
227900,5.3283,28,3046,507,1772,516,37.54,P
268600,4.8403,28,2414,415,1106,-9999999,37.55,P
275100,5.1616,29,4133,744,2023,749,37.54,P
256300,4.9167,34,2791,-9999999,1276,-9999999,37.55,P
332400,4.1591,27,6103,1249,3026,1134,37.55,P
287600,5.0,-9999999,-9999999,406,1128,395,,P
298900,5.8325,26,1910,371,852,357,37.54,P
287600,5.7057,27,1890,303,889,314,37.53,P
222200,5.0423,25,5405,-9999999,2831,923,37.53,P
232600,4.5317,26,3761,623,1776,613,37.52,P
258300,5.4359,25,3333,-9999999,1671,504,37.51,P
230900,5.0824,23,4925,948,2530,894,37.52,P
196900,5.2308,33,3994,764,2721,763,37.52,P
223500,4.4107,22,5811,1125,3215,1086,37.51,P
223900,5.2396,26,4211,741,2352,734,37.52,P
243500,4.7478,27,5532,973,2855,960,37.53,P
451100,8.4045,7,28258,3864,12203,3701,37.53,P
500001,9.7194,9,4909,577,1981,591,37.49,P
193100,5.1643,10,7441,1588,3571,1466,37.49,P
264400,5.3813,23,4314,676,1972,623,37.48,P
246900,6.0878,-9999999,2016,322,1105,357,37.47,P
337300,6.868,13,5377,744,2759,760,37.47,P
284800,6.992,22,9167,1373,4319,1404,37.55,P
217300,4.9118,26,3087,532,1597,483,37.55,P
291700,4.4357,23,3170,532,1446,515,37.55,P
223800,,26,2145,369,1285,377,37.54,P
223100,5.2882,25,4209,731,2568,703,37.54,P
211300,5.1321,23,4247,835,2357,823,37.55,P
218500,3.9667,25,4458,922,2998,890,37.53,P
156300,3.1696,17,407,97,307,100,37.5,P
248200,5.0838,20,-9999999,1068,3526,1060,37.54,P
186000,4.8214,35,1867,343,1213,338,37.54,P
178200,4.1406,6,2918,672,1911,639,37.54,P
-9999999,3.7364,34,2316,478,1524,467,37.53,P
210300,3.535,31,1240,264,719,236,37.54,P
-9999999,5.0739,16,4458,856,3038,870,37.54,P
183300,,18,1746,437,1268,404,37.53,P
245700,6.0667,19,4572,712,2346,709,37.53,P
242200,5.7072,21,4280,673,2216,681,37.53,P
181700,4.9867,7,6352,1390,3223,1316,37.51,P
299400,5.1437,4,7477,1576,-9999999,1506,37.72,P
219500,,22,4638,716,2302,687,37.72,P
231800,5.7233,25,4377,-9999999,2038,671,37.71,
221300,4.4697,26,3816,637,1935,642,37.72,P
213800,4.9107,26,2806,459,1453,444,37.72,P
206000,4.2281,-9999999,4822,845,2288,-9999999,37.71,P
271100,5.0143,15,6473,1027,2484,970,37.71,P
336500,7.2494,6,8072,1050,3386,1062,37.71,P
315600,5.1406,-9999999,1280,209,512,208,37.64,P
500001,8.3337,-9999999,3166,424,1081,400,37.66,P
285400,7.316,13,3742,555,-9999999,559,,P
323000,6.4994,18,7397,1137,3126,1115,37.66,P
291900,7.2211,23,1655,223,706,219,37.68,P
225600,4.4087,3,2456,582,793,456,37.7,P
259600,,23,2179,-9999999,926,299,37.69,P
262900,6.177,20,1804,254,831,260,37.68,P
257300,5.817,18,3631,547,1700,520,37.68,P
259200,6.3132,18,2876,423,1395,427,37.69,P
339700,6.3373,12,7490,1207,3329,1136,37.68,P
337200,7.333,23,2234,270,854,286,37.68,P
334100,6.2918,22,1898,239,734,245,37.68,P
311500,6.5214,16,4070,-9999999,1543,577,37.67,P
296900,,25,2244,301,937,324,37.67,P
247900,6.0604,-9999999,2948,471,1181,474,37.67,P
300400,6.5285,19,2034,288,852,295,37.67,P
332400,7.2639,15,2130,273,876,285,37.67,P
389800,7.4353,7,9540,1294,3926,1229,37.67,P
233000,3.1127,29,2702,680,1360,642,37.66,P
238500,2.4896,39,522,116,161,102,37.66,P
233300,5.0677,52,775,134,315,123,37.66,P
231300,2.1187,3,1565,464,769,461,37.66,P
475800,10.9506,20,1309,184,-9999999,172,37.64,P
393200,7.0691,13,5519,833,2444,825,37.57,P
247200,5.5,10,4337,800,1813,743,37.67,P
229400,4.9879,28,1812,294,853,278,37.67,
282500,,4,4719,741,1895,742,37.68,
300600,5.6399,14,4236,701,1833,663,,P
293200,4.1597,22,3634,664,1699,640,37.66,
-9999999,5.7519,27,1569,242,583,214,37.66,P
352900,5.6417,13,13182,2074,4847,1950,37.66,P
400000,10.3203,43,228,40,-9999999,42,37.72,P
375000,4.3472,47,127,23,51,21,37.73,P
313700,6.6827,13,9621,1344,4389,1391,37.7,
139300,3.62,4,6159,1510,2649,1241,37.69,P
327500,7.3588,16,4290,554,1952,576,37.65,P
430600,5.7239,26,1786,306,771,279,37.61,P
125000,4.2083,32,404,74,144,58,37.77,P
450000,6.1023,17,1671,352,729,252,37.7,P
200200,3.9864,12,5608,1049,2595,1067,37.71,P
192400,4.8624,11,12070,-9999999,5826,2125,37.71,P
418800,9.1531,25,494,81,-9999999,85,37.74,P
216800,4.7361,22,5533,943,2474,910,37.7,P
215500,,17,3956,639,2222,662,37.69,P
227700,4.9375,12,1906,351,802,319,37.69,
184400,3.3841,29,3433,711,1919,709,37.69,P
158400,3.5532,36,1687,372,950,372,37.68,P
174600,3.3618,34,2358,498,1157,461,,P
168400,4.3533,35,2853,588,1761,572,37.69,P
188400,4.5357,25,6296,1082,3200,1047,37.69,P
256700,5.7068,9,3980,736,1705,679,,P
183800,3.7212,26,2647,536,1422,522,37.69,P
183400,5.2443,35,1755,299,702,263,37.68,P
177500,,35,1864,357,1189,349,37.68,P
186900,3.1856,32,1078,207,555,197,37.68,P
238900,,17,20354,3493,8768,3293,37.68,P
172500,3.0222,17,3112,872,1392,680,,P
179200,2.6667,44,495,112,277,109,37.68,P
204400,3.7301,52,2157,418,929,419,37.68,P
209400,4.6806,41,1501,299,629,288,37.68,P
264200,5.7907,20,8068,1217,3489,1259,37.67,P
350000,6.3705,6,3023,518,1225,468,37.67,P
199800,5.2649,26,2211,344,1024,321,37.67,P
211000,6.0797,26,2163,339,947,346,37.67,P
201100,4.8571,28,-9999999,278,804,269,37.67,P
193000,3.8523,25,1947,418,900,354,37.66,P
245000,5.98,22,14701,2210,6693,2232,37.66,P
117600,2.45,17,1364,282,338,152,38.69,P
97900,2.2417,15,2061,465,573,196,38.72,P
140600,3.15,16,3045,543,202,102,38.52,P
120900,3.4609,14,3545,702,946,411,38.48,P
119000,3.0,13,2944,558,1091,466,38.45,P
129200,3.2031,16,1443,249,435,181,38.46,
99100,2.5208,17,2277,474,767,356,38.45,P
108900,2.3549,18,1564,-9999999,618,277,38.43,P
111700,3.0125,15,4403,891,1103,433,38.55,P
-9999999,2.05,34,1133,254,495,187,38.54,P
96400,3.125,23,1001,195,369,157,38.51,P
116700,2.65,10,1783,337,638,262,38.5,P
123800,3.5,17,1521,309,607,240,38.47,P
97900,,25,1374,297,657,288,38.45,P
129800,3.9107,40,1391,246,-9999999,214,38.43,P
121300,4.2917,13,1473,265,597,228,38.44,P
107200,3.3393,15,1248,234,529,216,38.5,P
121900,,16,1748,322,-9999999,287,38.42,P
113400,2.8125,28,3998,765,1614,698,38.37,P
99100,3.5508,27,3471,653,1793,600,38.34,P
103000,3.2589,18,2791,492,1187,438,38.32,P
114200,3.2937,13,-9999999,449,834,305,38.26,P
-9999999,3.0465,17,5654,1085,2237,953,38.42,
128600,2.3125,15,4221,816,1737,743,38.38,P
-9999999,2.525,9,1787,347,806,306,,P
118500,3.175,18,2144,420,985,381,38.4,P
116700,2.6078,23,1538,305,730,-9999999,38.42,P
134800,2.7399,15,3750,-9999999,1444,603,38.39,P
109900,,-9999999,3267,614,1252,566,38.36,P
-9999999,,-9999999,1257,231,559,213,38.34,P
